517,0,0
134,0,0
481,0,0
341,0,0
424,0,0
272,0,0
421,0,0
256,0,0
382,0,0
211,0,0
301,0,0
266,0,0
241,0,0
109,0,0
306,0,0
380,7,40
259,0,0
241,0,0
125,0,0
141,10,18
211,0,0
468,0,0
249,0,0
301,0,0
511,0,0
194,0,0
213,0,0
238,0,0
310,0,0
158,0,0
326,0,0
287,0,0
356,0,0
187,0,0
155,0,0
359,0,0
389,0,0
273,36,12
211,0,0
249,0,0
403,0,0
208,0,0
445,0,0
302,0,0
197,0,0
370,0,0
308,0,0
237,0,0
446,0,0
240,0,0
169,0,0
296,0,0
328,0,0
503,0,0
274,0,0
129,0,0
400,0,0
418,0,0
144,25,7
219,0,0
121,0,0
341,0,0
188,0,0
91,0,0
165,10,14
231,0,0
238,0,0
247,0,0
265,0,0
150,0,0
489,0,0
209,0,0
69,0,0
262,0,0
421,0,0
314,0,0
431,0,0
241,4,24
302,0,0
244,0,0
345,0,0
208,0,0
464,0,0
227,0,0
457,65,8
193,0,0
285,0,0
321,0,0
219,0,0
370,66,21
457,0,0
628,0,0
213,21,33
112,0,0
569,50,8
395,0,0
432,0,0
265,0,0
370,0,0
327,0,0
122,0,0
226,0,0
234,0,0
141,0,0
546,0,0
201,0,0
292,0,0
292,0,0
217,0,0
287,0,0
290,0,0
173,0,0
382,0,0
388,0,0
237,0,0
211,0,0
136,0,0
201,0,0
328,0,0
549,0,0
335,0,0
251,0,0
168,0,0
